index,id,name_of_work,content,source
2990,tiny_story:1459417,TinyStory 1459417,"One day, a cool cat named Tom went to the park. He saw his friend, a dog named Max. They wanted to have some fun together.

""Let's play a game,"" Tom said to Max. ""I suggest we play hide and seek.""

""Great idea!"" Max agreed. They started to play. Tom closed his eyes and counted to ten. Max ran and hid behind a big tree.

Tom looked around the park to find Max. He saw him hiding and said, ""I found you, Max! Now it's your turn to count.""

Max counted to ten while Tom hid behind a slide. Max found Tom quickly, and they laughed together. They had a lot of fun playing hide and seek at the park.",tiny_story
2991,poem_sum:1061,Sadie and Maud by Gwendolyn Brooks,"Maud went to college. Sadie stayed at home. Sadie scraped life With a fine-tooth comb. She didn't leave a tangle in. Her comb found every strand. Sadie was one of the livingest chits In all the land. Sadie bore two babies Under her maiden name. Maud and Ma and Papa Nearly died of shame. When Sadie said her last so-long Her girls struck out from home. (Sadie had left as heritage Her fine-tooth comb.) Maud, who went to college, Is a thin brown mouse. She is living all alone In this old house.",poem_sum
2992,tiny_story:1527647,TinyStory 1527647,"Anna and Ben are playing with their toys in the living room. They have a lot of fun making noises and pretending to be animals. Anna is a graceful cat and Ben is a loud lion. They chase each other around the sofa and the table.

""Roar!"" Ben says, jumping on Anna. ""I am the king of the jungle!""

""Meow!"" Anna says, scratching Ben's nose. ""I am the queen of the cats!""

They laugh and roll on the floor. They are very happy.

But then they hear a loud snap from the kitchen. They stop playing and look at each other. What was that?

They run to the kitchen and see their mom holding a broken plate. She looks sad and angry. She was making dinner for them, but she dropped the plate and it snapped in half.

""Oh no!"" Anna says. ""Mom, are you okay?""

""I'm fine, sweetie, but I'm sorry. I ruined your dinner. It was your favorite, spaghetti and meatballs."" Mom says.

Ben and Anna feel sorry for their mom. They don't care about the dinner. They care about her.

""It's okay, mom. We love you. We can have something else for dinner. Maybe some soup and bread."" Ben says.

""Yes, mom. We can help you clean up the mess. And we can give you a big hug."" Anna says.

They hug their mom and help her pick up the pieces of the plate. They are very kind and helpful.

Mom smiles and thanks them. She is very proud of them. She says they are the best kids in the world.

They have soup and bread for dinner, and they are still happy. They tell their mom about their game and their toys. They make her laugh and smile.

They are a happy family.",tiny_story
2993,tiny_story:1799322,TinyStory 1799322,"Once there was a bald man. He was walking down the street until he noticed a jar on the ground. He was curious and so he bent down to open it. He twisted the top and opened the jar. Inside the jar, he found a small toy car and a big bag of candy. The man was so happy. He put the candy in his pocket and held the toy car in his hand. He smiled and walked away, enjoying the candy and playing with the toy car. The end.",tiny_story
2994,tiny_story:280099,TinyStory 280099,"Lily was a very intelligent girl. She liked to read books and learn new things. She had many books in her room, and she often gazed at them with curiosity and wonder.

One day, her brother Tom came into her room. He was bored and wanted to play. He saw Lily's books and said, ""Books are boring. Let's play with my cars and trucks. They are fun and noisy.""

Lily did not want to play with Tom's cars and trucks. She wanted to read her books and learn new things. She said, ""No, thank you. I like books. They are interesting and quiet.""

Tom did not like Lily's answer. He got angry and said, ""Books are stupid. You are stupid. You don't know how to have fun."" He grabbed one of Lily's books and threw it on the floor.

Lily was very sad and mad. She loved her books and did not like Tom to be mean to them. She said, ""Stop it, Tom. Books are not stupid. You are rude. You don't know how to be nice.""

Tom and Lily started to yell and fight. They made a big mess in Lily's room. They did not hear their mom coming upstairs. She opened the door and saw them. She was very disappointed and said, ""What are you doing, Tom and Lily? Why are you fighting and making a mess? You should be kind and respectful to each other and to your things.""

Tom and Lily felt ashamed and sorry. They realized they were wrong and said, ""We are sorry, mom. We were not kind and respectful. We will clean up the mess and apologize to each other.""

Mom smiled and said, ""That's good, Tom and Lily. I'm glad you learned your lesson. Books are not boring or stupid. They are valuable and enriching. Cars and trucks are not fun or noisy. They are playful and exciting. You can both enjoy different things and still get along. You can also share and learn from each other. That's what intelligent and loving siblings do.""

Tom and Lily hugged and said, ""Thank you, mom. We love you. We love each other. We love books and cars and trucks. We will be intelligent and loving siblings from now on.""",tiny_story
2995,poem_sum:889,Sleeping in the Forest by Mary Oliver,"I thought the earth remembered me, she took me back so tenderly, arranging her dark skirts, her pockets full of lichens and seeds. I slept as never before, a stone on the riverbed, nothing between me and the white fire of the stars but my thoughts, and they floated light as moths among the branches of the perfect trees. All night I heard the small kingdoms breathing around me, the insects, and the birds who do their work in the darkness. All night I rose and fell, as if in water, grappling with a luminous doom. By morning I had vanished at least a dozen times into something better.",poem_sum
2996,tiny_story:712810,TinyStory 712810,"Once upon a time, there was a little girl called Ruby. She was very smart and liked to explore the world. 

One day, Ruby went to explore a new place. She discovered a very shiny knife. She thought it looked very pretty, so she turned it around and around in her hands. 

Ruby decided she was going to take the knife home and show her family. She was clever, so she found a safe way to hold it. She carefully turned the knife so that the sharp part faced away from her. 

Ruby went back home and proudly showed her family her shiny new knife. They were very impressed and said that she was very smart! 

From that day on, Ruby was even more curious and kept turning things around to explore the world.",tiny_story
2997,tiny_story:1256067,TinyStory 1256067,"Tom was a boy who liked to play outside. He liked to run, jump, and climb trees. He also liked to look for bugs and animals. He had a jar where he kept some of his finds, like ants, worms, and beetles.

One day, he saw a big spider on a web. It had eight legs and many eyes. It was black and shiny. Tom thought it was cool and wanted to catch it. He took his jar and went closer to the web. He reached out his hand to grab the spider.

But the spider did not want to be caught. It was scared of Tom and his jar. It refused to let go of its web. It bit Tom's hand with its fangs. Tom felt a sharp pain and dropped his jar. He cried out loud and ran away.

Tom's mom heard him and came to see what was wrong. She saw his hand was red and swollen. She took him inside and put some ice on it. She told him he was brave, but he should not touch spiders. They can be dangerous and hurt him.

Tom learned his lesson. He still liked to play outside, but he did not try to catch spiders anymore. He was more careful with bugs and animals. He also made sure to close his jar tightly, so his other finds would not escape. He was happy and safe.",tiny_story
2998,tiny_story:1495689,TinyStory 1495689,"Once upon a time, there was a dark farmer. One day, the farmer had an idea - he wanted to send his little dog far away. When he told his dog, the pup was confused. ""Where am I going, Farmer?"" asked the pup.

The farmer smiled. ""You're going to a nice, green field. You'll be able to run around and chase rabbits all day long!""

The pup was excited! She started to run around the farm, barking and jumping. ""I'm ready to go, Farmer!"" she said. 

The farmer opened the barn door, and waved goodbye.  ""Bye, little pup! Be good, and don't worry - I'll come and visit soon!"" The pup barked with joy, and set off for the dark field. The farmer watched until his pup was out of sight. 

And that's how the farmer sent his pup off to a dark field filled with green grass and plenty of room to run. The pup lived happily ever after.",tiny_story
2999,tiny_story:208853,TinyStory 208853,"Once upon a time, there was a little rabbit named Benny. Benny loved to eat celery. One day, Benny's friend, a squirrel named Sammy, came to visit him. 

Sammy said, ""Benny, I brought you a carrot to eat!"" 

Benny replied, ""No thank you, Sammy. I only want to eat celery today."" 

Sammy said, ""But Benny, I don't like celery. Can't we eat carrots together?"" 

Benny thought for a moment and said, ""I'm sorry, Sammy. I can't resist the taste of celery. Maybe next time we can eat something else together."" 

Sammy understood and said, ""That's okay, Benny. I don't want you to be careless with your food choices. Enjoy your celery!"" 

Benny happily munched on his celery while Sammy nibbled on his carrot. They both enjoyed their snacks and had a fun day playing together. The end.",tiny_story
3000,tiny_story:1870795,TinyStory 1870795,"Once upon a time, there was a little girl named Lily. One day, Lily's mom brought home a new newspaper. Lily thought it looked amazing with all the pictures and colors.

Lily's mom said, ""Be careful, Lily. The edges of the newspaper are sharp."" 

Lily replied, ""Okay, Mommy. I will be careful."" 

Later that day, Lily's friend came over to play. Lily showed her the amazing newspaper. Her friend said, ""Wow! That is so cool!"" 

Lily said, ""Just be careful, the edges are sharp."" 

Lily and her friend had a fun time looking at the pictures and reading the newspaper together. They were happy and excited to learn new things.",tiny_story
3001,tiny_story:452278,TinyStory 452278,"One day, a little boy named Tim wanted to sing. He went to gather his toy microphone. But he could not find it. Tim felt frustrated.

Tim asked his sister, Lily, ""Have you seen my microphone?"" Lily thought for a moment and said, ""I saw it near your toys, but I don't know where it is now."" Tim looked near his toys but still could not find it.

Later, Tim found the microphone in a box. He was so happy! He remembered that he put it there a few days ago. Tim sang his favorite song and felt much better.",tiny_story
3002,poem_sum:669,Farewell to Kurdistan by Rosemary Tonks,"As my new life begins, I start smiling at the people around me, You would think I'd just been given a substantial meal, I see all their good points. The railroad sheds are full of greenish-yellow electricity, It's the great mad-day hour in London...that suddenly goes brown. ...My stupefying efforts make money And to have a life! Well, I'm leaving; nothing can hold me. The platforms are dense to the foot, Rich, strong-willed travellers pace about in the dark daylight, And how they stink of green fatty soaps, the rich. More dirty weather...you can hardly see the newspaper stand With its abominable, ludicrous papers...which are so touching I ought to laugh and cry, instead of gritting my teeth. Let me inhale the filthy air for the last time Good heavens, how vile it is...I could take you step by step Back among the twilight buildings, into my old life... The trains come in, boiling, caked ! The station half tames them, there's the sound of blows; the uproar! And I -- I behave as though I've been starved of noise, My intestinr eats up this big music And my new bourgeois soul promptly bursts into flames, in mid-air. No use pouring me a few last minutes of the old life From your tank of shadow, filled with lost and rotten people, I admit: the same flow of gutter-sugar to the brain... No one to see me off -- Ah! I would like to be seen off; it must be the same agonizing woman Who does not want to understand me, and who exposes me in public, So that I can turn away, choked with the cold bile, And feel myself loved absoltely; the bitch. These carriages, that have heavy brown and black bread Up their sides! But look out for the moment of cowardice, It's Charon's rowing-boat that lurches and fouls my hand As I climb on -- exile, Limboist. ...The way these people get on with thir lives; I bow down With my few deeds and my lotus scars. Last minutes...last greenish-yellow minutes Of the lost and rotten hours...faro, and old winters dimmed, On which the dark -- Yes, the black sugar-crust is forming, London. I'm leaving! Nothing can hold me! The trains, watered and greased, scream to be off. Hullo -- I'm already sticking out my elbows for a piece of territory, I occupy my place as though I can't get enough of it -- And with what casual, haughty, and specific gestures, incidentally. Tradesmen, Pigs, regenerative trains -- I shall be saved! I shall go to the centre of Europe; gliding, As children skate on the diamond lid of the lake Never touching gound -- Xenophile, on the blue-plated meadows. Oh I shall live off myself, rainclothes, documents, The great train simmers....Life is large, large! ...I shall live off your loaf of shadows, London; I admit it, at the last.",poem_sum
3003,tiny_story:1610512,TinyStory 1610512,"Once upon a time, there was a little girl named Lily. She liked to play with her toys and sing songs. One day, her mom took her to church. Lily saw a lot of people there and she felt happy.

During the church service, Lily saw a boy who was being naughty. He was running around and making noise. Lily's mom whispered to her, ""Don't be like that boy, Lily. He's not being good.""

After the service, Lily's mom asked her if she wanted to request a song to sing at church next week. Lily thought about it and said yes. She wanted to sing ""Twinkle, Twinkle, Little Star"". Her mom smiled and said, ""That's a great idea, Lily.""",tiny_story
3004,poem_sum:278,"October, 1803 by William Wordsworth","These times strike monied worldlings with dismay: Even rich men, brave by nature, taint the air With words of apprehension and despair: While tens of thousands, thinking on the affray, Men unto whom sufficient for the day And minds not stinted or untilled are given, Sound, healthy, children of the God of heaven, Are cheerful as the rising sun in May. What do we gather hence but firmer faith That every gift of noble origin Is breathed upon by Hope's perpetual breath; That virtue and the faculties within Are vital,--and that riches are akin To fear, to change, to cowardice, and death?",poem_sum
3005,tiny_story:200946,TinyStory 200946,"One day, Mary was looking for something to do. She thought and thought, then she had an idea. She decided to go and watch the waffle in the park.

Mary ran to the park, but when she arrived the waffle was nowhere to be seen. Mary started to look everywhere she could. She looked behind some bushes and up trees.

Finally, she spotted something hidden in the long grass. To get a better look, Mary stepped a little closer. Suddenly, the hidden thing moved! It was a small dog, and it started to bark at Mary.

Mary was very scared, but she knew not to move. The small dog watched her very closely. After a few moments, the dog stopped barking and ran away.

Mary waited until the coast was clear, then she continued her hunt for the waffle. After a while, she finally found it. Mary watched the waffle as it hopped from one place to the next. She was very happy and knew that she would never forget this special day.",tiny_story
3006,poem_sum:59,No Coward Soul Is Mine by Emily Bronte,"No coward soul is mine No trembler in the world's storm-troubled sphere I see Heaven's glories shine And Faith shines equal arming me from Fear O God within my breast Almighty ever-present Deity Life, that in me hast rest, As I Undying Life, have power in Thee Vain are the thousand creeds That move men's hearts, unutterably vain, Worthless as withered weeds Or idlest froth amid the boundless main To waken doubt in one Holding so fast by thy infinity, So surely anchored on The steadfast rock of Immortality. With wide-embracing love Thy spirit animates eternal years Pervades and broods above, Changes, sustains, dissolves, creates and rears Though earth and moon were gone And suns and universes ceased to be And Thou wert left alone Every Existence would exist in thee There is not room for Death Nor atom that his might could render void Since thou art Being and Breath And what thou art may never be destroyed.",poem_sum
3007,tiny_story:1387785,TinyStory 1387785,"Once upon a time, there was a dead park. No one went there anymore. The grass was brown and the flowers had dried up.

One day, a little boy and his dad saw the dead park and the dad said it was time to help. 

They started to pick up all the waste that was laying around. Little by little, it got tidier. 

Finally, when all the waste was gone, the dad went to the town hall to ask for permission. The people at the town hall said yes. 

The dad and the little boy went back to the dead park and started to plant flowers, new grass and trees. After a few weeks, the dead park was alive again. 

The dad and the little boy were so proud of their hard work. They could now see birds flying around and butterflies drinking the nectar of the flowers.",tiny_story
3008,poem_sum:1502,[i carry your heart with me(i carry it in] by E.E Cummings,"i carry your heart with me(i carry it in my heart)i am never without it(anywhere i go you go,my dear;and whatever is done by only me is your doing,my darling) i fear no fate(for you are my fate,my sweet)i want no world(for beautiful you are my world,my true) and it's you are whatever a moon has always meant and whatever a sun will always sing is you here is the deepest secret nobody knows (here is the root of the root and the bud of the bud and the sky of the sky of a tree called life;which grows higher than soul can hope or mind can hide) and this is the wonder that's keeping the stars apart",poem_sum
3009,tiny_story:1015239,TinyStory 1015239,"Once there was a little girl named Emily. She was very happy and felt spoiled because she had lots of special toys. 

One day, she went out to play with her toys when something strange appeared. It was a magical castle! Emily was so excited and she didn't know what to do. 

She went up to the castle and saw lots of work to do. There was cleaning, painting and planting. Emily decided that it must be her special work and she wanted to do it all by herself. 

She worked very hard and when she was done, the castle looked beautiful. Emily was so proud of her work. 

Suddenly, the castle disappeared but Emily was happy because she knew she had done a good job and felt spoiled for the chance to do it.",tiny_story
3010,tiny_story:581526,TinyStory 581526,"Once upon a time there was an old Parrot who lived in a big tree in the forest. He liked to lean from the branch and listen to the other animals. One day, the Parrot leaned over too far and fell out of his tree. 

He flapped his wings and flew away until he spotted a small girl in the garden. She had bright yellow hair and a big smile. As she saw the Parrot, she clapped her hands and said ""Hello, Parrot!""

The Parrot was so happy he said ""Hello! How old are you?"" 

The girl smiled and said ""I am three years old. Do you want to be my friend?"". 

The Parrot smiled and said ""Yes, I would love to be your friend"". 

From that day onwards, the Parrot and the girl were the best of friends. They played together, laughed together and took long naps together in the sun. They shared many wonderful and happy days together.",tiny_story
3011,tiny_story:274965,TinyStory 274965,"Once upon a time there was a driver. Every day he would leave his house with a big smile. He was a very graceful driver.

One day, when he was driving, he spotted a little girl. She was standing on the side of the road, looking very sad. The driver pulled over and asked, ""What's wrong?""

The little girl said, ""I want to drive."" She was only three years old and she wanted to be a driver like the man in the car.

The driver laughed and said, ""You're too little! Come back when you are bigger, and I will help you.""

The little girl was very happy. She thanked the driver and ran off.

The driver watched her, smiling. She was very graceful as she ran. He knew, one day, she would be a great driver.",tiny_story
3012,poem_sum:680,The Arrow and the Song by Henry Wadsworth Longfellow,"I shot an arrow into the air, It fell to earth, I knew not where; For, so swiftly it flew, the sight Could not follow it in its flight. I breathed a song into the air, It fell to earth, I knew not where; For who has sight so keen and strong, That it can follow the flight of song? Long, long afterward, in an oak I found the arrow, still unbroke; And the song, from beginning to end, I found again in the heart of a friend.",poem_sum
3013,tiny_story:990518,TinyStory 990518,"One day, a green frog was hopping around near the pond. A curious butterfly flew over to say hello and asked the frog, ""What are you doing?"". The frog paused and thought for a moment before he replied, ""I am looking for a place to call my own. I want to be independent!""

The butterfly smiled. She thought it was adorable that the frog was so independent. ""I know a perfect place for you,"" the butterfly said.

The butterfly and the frog hopped over to a nearby tree. The frog was very excited when he saw it! There were lots of interesting things to explore.

""This is perfect,"" the frog replied. He thanked the butterfly for her help and hopped inside the tree.

The green frog was so happy in his new home. He felt safe and independent. Every day he explored the tree and learned something new about the world.",tiny_story
3014,tiny_story:591433,TinyStory 591433,"Once upon a time there was a little boy named Ben. He wanted to make a cake for his friend's birthday, so he asked his mom for help. His mom told him that if he was careful and did not smash the ingredients he could make the cake. Ben was excited and agreed to be careful. 

He mixed the ingredients and placed the cake in the the oven to bake. Then, Ben waited and waited. Finally, after some time, it was time to take out the cake. 

When Ben opened the oven, he found the cake was flipped upside down. Ben was so disappointed and started to cry. He asked his mom, ""Why did the cake flip over? I was careful and I minded what you said!"" 

His mom hugged him and said, ""I know you were careful and minded what I said, but Ben, sometimes things don't go as planned. What's important is that you tried your best and remain flexible. As long as you have a flexible attitude and try your best, even when things don't go as planned, you can still be proud of yourself."" 

Ben smiled, thanked his mom and agreed to remain flexible.

The moral of the story is that even when things don't turn out the way you had hoped, being flexible and trying your best is whatâ€™s most important.",tiny_story
3015,poem_sum:310,The Truth the Dead Know by Anne Sexton,"Gone, I say and walk from church, refusing the stiff procession to the grave, letting the dead ride alone in the hearse. It is June. I am tired of being brave. We drive to the Cape. I cultivate myself where the sun gutters from the sky, where the sea swings in like an iron gate and we touch. In another country people die. My darling, the wind falls in like stones from the whitehearted water and when we touch we enter touch entirely. No one's alone. Men kill for this, or for as much. And what of the dead? They lie without shoes in their stone boats. They are more like stone than the sea would be if it stopped. They refuse to be blessed, throat, eye and knucklebone.",poem_sum
3016,poem_sum:1960,The Ballad of the Landlord by Langston Hughes,"Landlord, landlord, My roof has sprung a leak. Don't you 'member I told you about it Way last week? Landlord, landlord, These steps is broken down. When you come up yourself It's a wonder you don't fall down. Ten Bucks you say I owe you? Ten Bucks you say is due? Well, that's Ten Bucks more'n I'l pay you Till you fix this house up new. What? You gonna get eviction orders? You gonna cut off my heat? You gonna take my furniture and Throw it in the street? Um-huh! You talking high and mighty. Talk on-till you get through. You ain't gonna be able to say a word If I land my fist on you. Police! Police! Come and get this man! He's trying to ruin the government And overturn the land! Copper's whistle! Patrol bell! Arrest. Precinct Station. Iron cell. Headlines in press: MAN THREATENS LANDLORD TENANT HELD NO BAIL JUDGE GIVES NEGRO 90 DAYS IN COUNTY JAIL!",poem_sum
3017,tiny_story:1374248,TinyStory 1374248,"Once upon a time, there was a king who loved to wear a shiny crown on his head. One day, while playing in the garden, the crown fell off his head and got lost in the grass. The king searched for it but couldn't find it. He asked his helpers to find it but it was difficult for them too.

Suddenly, a little boy came running and said, ""I can find your crown!"" The king was surprised and asked, ""How can you find it?"" The little boy replied, ""I have sharp eyes and can see things that are difficult to find."" The king was impressed and asked the boy to help him.

The little boy looked carefully and found the crown in no time. The king was very happy and gave the little boy a reward. From that day on, the king always kept the little boy with him as his helper. And the little boy was very happy to help the king with his sharp eyes.",tiny_story
3018,tiny_story:1985046,TinyStory 1985046,"Once upon a time, there were two friends. They were good friends and liked to play together. One day, they decided to do something special to make their house cleaner. They went to the closet and got a big mask. They wore it and began to clean the house.

They scrubbed the floor and washed the windows. They picked up all the toys and swept the cobwebs away. They even dust the walls and vacuumed the stairs. Everything looked so clean and good.

When they were done, they felt so pleased with themselves. They hugged each other and high fived. They had done a great job of cleaning. Then they removed their masks and went outside to play together.",tiny_story
3019,poem_sum:1464,Breaking the Surface by Jean Bleakney,"I have gone beyond the childish delight of plumping the heaviest stone into the shallows, and yet, distance throwing has defeated me. Head bowed, I clamber the scree of the shore filling my pockets with its loose change - each cool button of basalt tentatively flipped before selection. This is my talent - a whiplash from the hip, the skite, innumerable tangents, then a glide until, as if remembering the laws of gravity, it stops and languidly slews before anchoring. One facet of the art of skimming, I say is that, by overriding the big splash, sound release is reduced to a whispering skiff thus reinforcing the attenuated decay of energy... I take it, from your broadening grin, that no amount of gilding with applied physics can disguise pure panache or my primitive desire to rearrange the shoreline - in a minimalist sort of way",poem_sum
3020,tiny_story:1500905,TinyStory 1500905,"Once upon a time, there was a baby bear who wanted to peek outside. It was cold outside, but the bear was so eager to look. He peeked through the window but all he saw was snow. He got so impatient and ran back to his cozy bed.

The bear took a nap and when he woke up he decided to try again. He put on his warm coat and went back to the window. He peeked outside and saw something so wonderful! He saw white trees and sparkling snowflakes. The bear was so excited, he wanted to go out and explore.

The bear ran as fast as he could to the front door. He opened it and peeked out. The cold was so strong that it made him shiver, but he was too curious. He stepped tentatively out into the snow and looked around. He saw ice and snow, and the most beautiful sights he had ever seen. The bear was so happy he could hardly contain it.

The bear stayed out in the snow, playing and exploring all day. When he finally went back inside, he was so content. He was glad that he had peeked outside, even though it was cold. He knew that he had made a great adventure.",tiny_story
3021,tiny_story:1850969,TinyStory 1850969,"Once upon a time, there was a big hippo. He lived by a river. The hippo liked to play with his friends, the birds and the fish. The hippo was very happy.

One day, the hippo found a bright stone. It was very pretty. He wanted to keep it safe. So, the hippo decided to bury it in the mud near his home. He dug a hole and put the stone in it. Then, he covered it up with mud.

The next day, the hippo wanted to show his friends the bright stone. He went to the spot where he buried it and dug it up. The birds and the fish were very excited to see it. They all played with the bright stone and had a fun day together.",tiny_story
3022,poem_sum:1253,It's Raining by Guillaume Apollinaire,It's raining women's voices as if they had died even in memory And it's raining you as well marvellous encounters of my life O little drops Those rearing clouds begin to neigh a whole universe of auricular cities Listen if it rains while regret and disdain weep to an ancient music Listen to the bonds fall off which hold you above and below,poem_sum
3023,poem_sum:999,A Toccata of Galuppi's by Robert Browning,"I Oh Galuppi, Baldassaro, this is very sad to find! I can hardly misconceive you; it would prove me deaf and blind; But although I take your meaning, 'tis with such a heavy mind! II Here you come with your old music, and here's all the good it brings. What, they lived once thus at Venice where the merchants were the kings, Where Saint Mark's is, where the Doges used to wed the sea with rings? III Ay, because the sea's the street there; and 'tis arched by . . . what you call . . . Shylock's bridge with houses on it, where they kept the carnival: I was never out of England--it's as if I saw it all. IV Did young people take their pleasure when the sea was warm in May? Balls and masks begun at midnight, burning ever to mid-day, When they made up fresh adventures for the morrow, do you say? V Was a lady such a lady, cheeks so round and lips so red,-- On her neck the small face buoyant, like a bell-flower on its bed, O'er the breast's superb abundance where a man might base his head? VI Well, and it was graceful of them--they'd break talk off and afford --She, to bite her mask's black velvet--he, to finger on his sword, While you sat and played Toccatas, stately at the clavichord? VII What? Those lesser thirds so plaintive, sixths diminished, sigh on sigh, Told them something? Those suspensions, those solutions--""Must we die?"" Those commiserating sevenths--""Life might last! we can but try! VIII ""Were you happy?"" --""Yes.""--""And are you still as happy?""--""Yes. And you?"" --""Then, more kisses!""--""Did I stop them, when a million seemed so few?"" Hark, the dominant's persistence till it must be answered to! IX So, an octave struck the answer. Oh, they praised you, I dare say! ""Brave Galuppi! that was music! good alike at grave and gay! ""I can always leave off talking when I hear a master play!"" X Then they left you for their pleasure: till in due time, one by one, Some with lives that came to nothing, some with deeds as well undone, Death stepped tacitly and took them where they never see the sun. XI But when I sit down to reason, think to take my stand nor swerve, While I triumph o'er a secret wrung from nature's close reserve, In you come with your cold music till I creep thro' every nerve. XII Yes, you, like a ghostly cricket, creaking where a house was burned: ""Dust and ashes, dead and done with, Venice spent what Venice earned. ""The soul, doubtless, is immortal--where a soul can be discerned. XIII ""Yours for instance: you know physics, something of geology, ""Mathematics are your pastime; souls shall rise in their degree; ""Butterflies may dread extinction,--you'll not die, it cannot be! XIV ""As for Venice and her people, merely born to bloom and drop, ""Here on earth they bore their fruitage, mirth and folly were the crop: ""What of soul was left, I wonder, when the kissing had to stop? XV ""Dust and ashes!"" So you creak it, and I want the heart to scold. Dear dead women, with such hair, too--what's become of all the gold Used to hang and brush their bosoms? I feel chilly and grown old.",poem_sum
3024,poem_sum:1540,Give by Simon Armitage,"Of all the public places, dear to make a scene, I've chosen here. Of all the doorways in the world to choose to sleep, I've chosen yours. I'm on the street, under the stars. For coppers I can dance or sing. For silver-swallow swords, eat fire. For gold-escape from locks and chains. It's not as if I'm holding out for frankincense or myrrh, just change. You give me tea. That's big of you. I'm on my knees. I beg of you.",poem_sum
3025,tiny_story:1771111,TinyStory 1771111,"Once there was a little girl called Sarah. She was three years old and loved to dance. She wanted her movements to have a rhythm but she had never done it before.

One day she put on some music and started to move. She felt kind of tough at first but then something amazing happened. She started to slip into a rhythm. Her moves were smooth and her feet kept time with the beat.

Sarah laughed as she continued to dance. She felt full of joy and didn't want to stop. She moved around the room with a smile on her face. She felt alive and free.

The music faded away and then stopped and Sarah stopped too. She was smiling and her mum came to hug her. She whispered, ""That was incredible! I'm so proud of you.""

Sarah felt really happy and knew she could do this again. She couldn't wait to slip into that rhythm again soon.",tiny_story
3026,tiny_story:757541,TinyStory 757541,"Once upon a time, there was a horse named Brownie. Brownie was a normal horse who loved to run and play in the fields. One day, Brownie saw a little girl who was sad. Brownie asked, ""Why are you sad?"" The little girl said, ""I don't have a pretty dress to wear to the party.""

Brownie had an idea. He said, ""I can help you! I know where to find the prettiest dress."" So, Brownie took the little girl to a nearby meadow where there were lots of flowers. Brownie found a beautiful flower and said, ""This flower will make a pretty dress for you.""

The little girl was so happy and thanked Brownie. She picked the flower and made a dress. At the party, everyone loved the little girl's dress and asked where she got it. The little girl said, ""My friend Brownie helped me find it.""

The moral of the story is that even if you are just a normal horse, you can still help someone in need.",tiny_story
3027,tiny_story:859351,TinyStory 859351,"Once upon a time there was a soft insect. It was small and fluffy and living in a garden. The insect was all alone, but it was happy. Every day it enjoyed going outside and exploring the world.

One day, the insect saw something big on the ground. It was a colourful flower! The insect hopped over and touched the soft petals with its antennae. As it stayed there, a gentle breeze blew by. The insect was so surprised it remained very still.

The breeze began to pick up and the insect was carried away! It floated through the sky and eventually landed in a tree. The insect was so high up but it was not scared. Instead, it happily remained in the tree and watched the world below. 

The insect stayed in the tree for many days, then one day the wind blew again and the insect flew away. It was happy to have seen so much and the insect went back to his garden to remain there for a long time.",tiny_story
3028,poem_sum:1006,Rowing by Anne Sexton,"A story, a story! (Let it go. Let it come.) I was stamped out like a Plymouth fender into this world. First came the crib with its glacial bars. Then dolls and the devotion to their plactic mouths. Then there was school, the little straight rows of chairs, blotting my name over and over, but undersea all the time, a stranger whose elbows wouldn't work. Then there was life with its cruel houses and people who seldom touched- though touch is all- but I grew, like a pig in a trenchcoat I grew, and then there were many strange apparitions, the nagging rain, the sun turning into poison and all of that, saws working through my heart, but I grew, I grew, and God was there like an island I had not rowed to, still ignorant of Him, my arms, and my legs worked, and I grew, I grew, I wore rubies and bought tomatoes and now, in my middle age, about nineteen in the head I'd say, I am rowing, I am rowing though the oarlocks stick and are rusty and the sea blinks and rolls like a worried eyebal, but I am rowing, I am rowing, though the wind pushes me back and I know that that island will not be perfect, it will have the flaws of life, the absurdities of the dinner table, but there will be a door and I will open it and I will get rid of the rat insdie me, the gnawing pestilential rat. God will take it with his two hands and embrace it. As the African says: This is my tale which I have told, if it be sweet, if it be not sweet, take somewhere else and let some return to me. This story ends with me still rowing.",poem_sum
